|company_code1|company_code2|company_code3|company_code4|pol_no|app_no|ins_date|eff_date|cur_code1|pre_amt_all|usd_amt_all|app_name|app_cst_no|app_id_no|app_cus_pro|ins_name|ins_cst_no|ins_id_no|ins_cus_pro|benefit_name|benefit_id_no|benefit_pro|relation_1|relation_2|pay_type|rpay_date|pay_date|cur_code2|pay_amt|pay_usd_amt|tsf_flag|acc_name|acc_no|acc_bank|receipt_no|etl_date
15521|||||P997308004201900000016|T997308004201900000028|20190325|20190325||||许露露|8000000792|348570943750973490|1|许露露|8000000792|348570943750973490|1|||||||||||||||||
15522|||||P997308004201900000016|T997308004201900000028|20190325|20190325||||许露露|8000000792|348570943750973490|1|许露露|8000000792|348570943750973490|1|||||||||||||||||
15523|||||P997308004201900000018|T997308004201900000030|20190325|20190325||||许露露|8000000794|84959034795|1|许露露|8000000794|84959034795|1|||||||||||||||||
15524|||||P997308004201900000019|T997308004201900000032|20190325|20190325||||许露露|8000000793|438950943790590|1|许露露|8000000793|438950943790590|1|||||||||||||||||
15525|||||P997308004201900000020|T997308004201900000033|20190325|20190313||||许露露|8000000783|483957930457903|1|许露露|8000000783|483957930457903|1|||||||||||||||||
15526|||||P997308004201900000020|T997308004201900000033|20190325|20190313||||许露露|8000000783|483957930457903|1|许露露|8000000783|483957930457903|1|||||||||||||||||
15527|||||P997308004201900000021|T997308004201900000034|20190325|20190325||||测试数据|8000000797|43897583470957903|1|测试数据|8000000797|43897583470957903|1|||||||||||||||||
15528|||||P997308004201900000020|T997308004201900000036|20190325|20190313||||许露露|8000000783|483957930457903|1|许露露|8000000783|483957930457903|1|||||||||||||||||
15529|||||P997308004201900000020|T997308004201900000036|20190325|20190313||||许露露|8000000783|483957930457903|1|许露露|8000000783|483957930457903|1|||||||||||||||||
15530|||||P997308004201900000016|T997308004201900000037|20190325|20190325||||许露露|8000000792|348570943750973490|1|许露露|8000000792|348570943750973490|1|||||||||||||||||
15531|||||P997308004201900000016|T997308004201900000037|20190325|20190325||||许露露|8000000792|348570943750973490|1|许露露|8000000792|348570943750973490|1|||||||||||||||||
15532|||||P997308004201900000016|T997308004201900000037|20190325|20190325||||许露露|8000000792|348570943750973490|1|许露露|8000000792|348570943750973490|1|||||||||||||||||
15533|||||P997308004201900000016|T997308004201900000037|20190325|20190325||||许露露|8000000792|348570943750973490|1|许露露|8000000792|348570943750973490|1|||||||||||||||||
15534|||||P997308004201900000016|T997308004201900000038|20190325|20190325||||许露露|8000000792|348570943750973490|1|许露露|8000000792|348570943750973490|1|||||||||||||||||
15535|||||P997308004201900000016|T997308004201900000038|20190325|20190325||||许露露|8000000792|348570943750973490|1|许露露|8000000792|348570943750973490|1|||||||||||||||||
15536|||||P997308004201900000016|T997308004201900000038|20190325|20190325||||许露露|8000000792|348570943750973490|1|许露露|8000000792|348570943750973490|1|||||||||||||||||
15537|||||P997308004201900000016|T997308004201900000038|20190325|20190325||||许露露|8000000792|348570943750973490|1|许露露|8000000792|348570943750973490|1|||||||||||||||||
15538|||||P997308004201900000016|T997308004201900000039|20190325|20190325||||许露露|8000000792|348570943750973490|1|许露露|8000000792|348570943750973490|1|||||||||||||||||
15539|||||P997308004201900000016|T997308004201900000039|20190325|20190325||||许露露|8000000792|348570943750973490|1|许露露|8000000792|348570943750973490|1|||||||||||||||||
15540|||||P997308004201900000016|T997308004201900000039|20190325|20190325||||许露露|8000000792|348570943750973490|1|许露露|8000000792|348570943750973490|1|||||||||||||||||
15541|||||P997308004201900000016|T997308004201900000039|20190325|20190325||||许露露|8000000792|348570943750973490|1|许露露|8000000792|348570943750973490|1|||||||||||||||||
15542|||||P997308004201900000022|T997308004201900000040|20190325|20190325||||许露露|8000000792|348570943750973490|1|许露露|8000000792|348570943750973490|1|||||||||||||||||
15543|||||P997308004201900000005|T997308004201900000041|20190320|20190320||||许露露|8000000340|91440300MA5D9U1Q82|0|许露露|8000000340|91440300MA5D9U1Q82|0|||||||||||||||||
15544|||||P997308004201900000005|T997308004201900000041|20190320|20190320||||许露露|8000000340|91440300MA5D9U1Q82|0|许露露|8000000340|91440300MA5D9U1Q82|0|||||||||||||||||
15545|||||P997308004201900000005|T997308004201900000041|20190320|20190320||||许露露|8000000340|91440300MA5D9U1Q82|0|许露露|8000000340|91440300MA5D9U1Q82|0|||||||||||||||||
15546|||||P997308004201900000005|T997308004201900000041|20190320|20190320||||许露露|8000000340|91440300MA5D9U1Q82|0|许露露|8000000340|91440300MA5D9U1Q82|0|||||||||||||||||
15547|||||P997308004201900000005|T997308004201900000042|20190320|20190320||||许露露|8000000340|91440300MA5D9U1Q82|0|许露露|8000000340|91440300MA5D9U1Q82|0|||||||||||||||||
15548|||||P997308004201900000005|T997308004201900000042|20190320|20190320||||许露露|8000000340|91440300MA5D9U1Q82|0|许露露|8000000340|91440300MA5D9U1Q82|0|||||||||||||||||
15549|||||P997308004201900000005|T997308004201900000042|20190320|20190320||||许露露|8000000340|91440300MA5D9U1Q82|0|许露露|8000000340|91440300MA5D9U1Q82|0|||||||||||||||||
15550|||||P997308004201900000005|T997308004201900000042|20190320|20190320||||许露露|8000000340|91440300MA5D9U1Q82|0|许露露|8000000340|91440300MA5D9U1Q82|0|||||||||||||||||
15551|||||P997308004201900000005|T997308004201900000043|20190320|20190320||||许露露|8000000340|91440300MA5D9U1Q82|0|许露露|8000000340|91440300MA5D9U1Q82|0|||||||||||||||||
15552|||||P997308004201900000005|T997308004201900000043|20190320|20190320||||许露露|8000000340|91440300MA5D9U1Q82|0|许露露|8000000340|91440300MA5D9U1Q82|0|||||||||||||||||
15553|||||P997308004201900000005|T997308004201900000043|20190320|20190320||||许露露|8000000340|91440300MA5D9U1Q82|0|许露露|8000000340|91440300MA5D9U1Q82|0|||||||||||||||||
15554|||||P997308004201900000005|T997308004201900000043|20190320|20190320||||许露露|8000000340|91440300MA5D9U1Q82|0|许露露|8000000340|91440300MA5D9U1Q82|0|||||||||||||||||
15555|||||P997308004201900000023|T997308004201900000046|20190326|20190326||||黑猫警长|8000000411|11111111|1|黑猫警长|8000000411|11111111|1|||||||||||||||||
15556|||||P997308004201900000024|T997308004201900000048|20190326|20190326||||许露露|8000000783|483957930457903|1|许露露|8000000783|483957930457903|1|||||||||||||||||
15557|||||P997308004201910000504|T997308004201910000505|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15558|||||P997308004201910000505|T997308004201910000506|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15559|||||P997308004201910000506|T997308004201910000507|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15560|||||P997308004201910000507|T997308004201910000508|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15561|||||P997308004201910000503|T997308004201910000504|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15562|||||P997308004201910000508|T997308004201910000509|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15563|||||P997308004201910000509|T997308004201910000510|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15564|||||P997308004201910000510|T997308004201910000511|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15565|||||P997308004201910000511|T997308004201910000512|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15566|||||P997308004201910000512|T997308004201910000513|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15567|||||P997308004201910000513|T997308004201910000514|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15568|||||P997308004201910000514|T997308004201910000515|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15569|||||P997308004201910000515|T997308004201910000516|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15570|||||P997308004201910000516|T997308004201910000517|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15571|||||P997308004201910000517|T997308004201910000518|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15572|||||P997308004201910000518|T997308004201910000519|20190121|20190422||||测试周星星|10000036|440882199202079695|1|测试周星星|10000036|440882199202079695|1|||||||||||||||||
15573|||||P997308004201910000519|T997308004201910000520|20190121|20190422||||测试周星星|10000036|440882199202079695|1|测试周星星|10000036|440882199202079695|1|||||||||||||||||
15574|||||P997308004201910000520|T997308004201910000521|20190121|20190422||||测试周星星|10000036|440882199202079695|1|测试周星星|10000036|440882199202079695|1|||||||||||||||||
15575|||||P997308004201910000521|T997308004201910000522|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15576|||||P997308004201910000522|T997308004201910000523|20190121|20190422||||测试周星星|10000036|440882199202079695|1|测试周星星|10000036|440882199202079695|1|||||||||||||||||
15577|||||P997308004201910000523|T997308004201910000524|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15578|||||P997308004201910000524|T997308004201910000525|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15579|||||P997308004201910000525|T997308004201910000526|20190121|20190422||||测试周星星|10000036|440882199202079695|1|测试周星星|10000036|440882199202079695|1|||||||||||||||||
15580|||||P997308004201910000526|T997308004201910000527|20190121|20190422||||测试周星星|10000036|440882199202079695|1|测试周星星|10000036|440882199202079695|1|||||||||||||||||
15581|||||P997308004201910000527|T997308004201910000528|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15582|||||P997308004201910000528|T997308004201910000529|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15583|||||P997308004201910000529|T997308004201910000530|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15584|||||P997308004201910000530|T997308004201910000531|20190121|20190422||||测试周星星|10000036|440882199202079695|1|测试周星星|10000036|440882199202079695|1|||||||||||||||||
15585|||||P997308004201910000531|T997308004201910000532|20180901|20190901||||姓名|10000502|121212121|1|姓名|10000502|121212121|1|||||||||||||||||
15586|||||P997308004201910000532|T997308004201910000533|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15587|||||P997308004201910000533|T997308004201910000534|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15588|||||P997308004201910000534|T997308004201910000535|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15589|||||P997308004201910000535|T997308004201910000536|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15590|||||P997308004201910000536|T997308004201910000537|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15591|||||P997308004201910000537|T997308004201910000538|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15592|||||P997308004201910000538|T997308004201910000539|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15593|||||P997308004201910000539|T997308004201910000540|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15594|||||P997308004201910000540|T997308004201910000541|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15595|||||P997308004201910000541|T997308004201910000542|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15596|||||P997308004201910000542|T997308004201910000543|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15597|||||P997308004201910000543|T997308004201910000544|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15598|||||P997308004201910000544|T997308004201910000545|20190121|20190422||||测试周星星|10000036|440882199202079695|1|测试周星星|10000036|440882199202079695|1|||||||||||||||||
15599|||||P997308004201910000545|T997308004201910000546|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15600|||||P997308004201910000546|T997308004201910000547|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15601|||||P997308004201910000547|T997308004201910000548|20190318|20190428||||fdc/as|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15602|||||P997308004201910000548|T997308004201910000549|20190318|20190428||||fdc/as|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15603|||||P997308004201910000549|T997308004201910000550|20190121|20190422||||测试周星星|10000036|440882199202079695|1|测试周星星|10000036|440882199202079695|1|||||||||||||||||
15604|||||P997308004201910000550|T997308004201910000551|20190121|20190422||||测试周星星|10000036|440882199202079695|1|测试周星星|10000036|440882199202079695|1|||||||||||||||||
15605|||||P997308004201910000551|T997308004201910000552|20190402|20191001||||丁丁|10000503|33333333|1|丁丁|10000503|33333333|1|||||||||||||||||
15606|||||P997308004201910000552|T997308004201910000553|20190318|20190428||||fdc/as|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15607|||||P997308004201910000553|T997308004201910000554|20190318|20190428||||fdc/as|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15608|||||P997308004201910000554|T997308004201910000555|20190318|20190428||||fdc/as|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15609|||||P997308004201910000555|T997308004201910000556|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15610|||||P997308004201910000556|T997308004201910000557|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15611|||||P997308004201910000557|T997308004201910000558|20190318|20190428||||fdc/as|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15612|||||P997308004201910000558|T997308004201910000559|20190318|20190428||||fdc/as|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15613|||||P997308004201910000559|T997308004201910000560|20190318|20190428||||fdc/as|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15614|||||P997308004201910000560|T997308004201910000561|20190318|20190428||||我是投保人|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15615|||||P997308004201910000561|T997308004201910000562|20190121|20190422||||测试周星星|10000036|440882199202079695|1|测试周星星|10000036|440882199202079695|1|||||||||||||||||
15616|||||P997308004201910000562|T997308004201910000563|20190403|20191001||||丁丁|10000505|44444444|1|丁丁|10000505|44444444|1|||||||||||||||||
15617|||||P997308004201910000563|T997308004201910000564|20190403|20191001||||丁丁|10000506|555555555|1|丁丁|10000506|555555555|1|||||||||||||||||
15618|||||P997308004201910000564|T997308004201910000565|20190121|20190422||||测试周星星|10000036|440882199202079695|1|测试周星星|10000036|440882199202079695|1|||||||||||||||||
15619|||||P997308004201910000565|T997308004201910000566|20190403|20191001||||丁丁|10000507|666666666|1|丁丁|10000507|666666666|1|||||||||||||||||
15620|||||P997308004201910000566|T997308004201910000567|20190318|20190428||||我是投保人|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15621|||||P997308004201910000567|T997308004201910000569|20190318|20190428||||我是投保人|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15622|||||P997308004201910000568|T997308004201910000571|20190318|20190428||||我是投保人|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15623|||||P997308004201910000569|T997308004201910000573|20190318|20190428||||我是投保人|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15624|||||P997308004201910000570|T997308004201910000575|20190318|20190428||||我是投保人|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15625|||||P997308004201910000571|T997308004201910000577|20190318|20190428||||我是投保人|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15626|||||P997308004201910000572|T997308004201910000579|20190318|20190428||||易小烨|10000002|42108119970225299X|1|时间时数|10000002|42108119970225299X|1|||||||||||||||||
15627|||||P997308006201900000012|T997308006201900000040|20190322|20190323||||欧阳组合|8000000719|460106197804151228|1|欧阳组合|8000000719|460106197804151228|1|||||||||||||||||
15628|||||P997308006201900000012|T997308006201900000040|20190322|20190323||||王晓测试|8000000719|460106197804151228|1|欧阳组合|8000000719|460106197804151228|1|||||||||||||||||
15629|||||P997312001201900000017|T997312001201900000025|20190411|20190412||||蓝忘机|8000000717|40750349075934|1|蓝忘机|8000000717|40750349075934|1|||||||||||||||||
15630|||||P997312001201900000018|T997312001201900000027|20190411|20190412||||蓝忘机|8000000717|40750349075934|1|蓝忘机|8000000717|40750349075934|1|||||||||||||||||
15631|||||P997312001201900000018|T997312001201900000027|20190411|20190412||||蓝忘机|8000000717|40750349075934|1|蓝忘机|8000000717|40750349075934|1|||||||||||||||||
15632|||||P997312001201900000018|T997312001201900000027|20190411|20190412||||蓝忘机|8000000717|40750349075934|1|蓝忘机|8000000717|40750349075934|1|||||||||||||||||
15633|||||P997308004201912000008|T997308004201912000008|20190128|20190226||||保平安|8000001947|233333|1|保平安|8000001947|233333|1|||||||||||||||||
15634|||||P997308004201910000576|T997308004201910000583|20190402|20191001||||太平科技取消险|10000501|999999999|1|太平科技取消险|10000501|999999999|1|||||||||||||||||
15635|||||P997308004201910000577|T997308004201910000584|20190402|20191001||||太平科技取消险|10000509|99912399|1|太平科技取消险|10000509|99912399|1|||||||||||||||||
15636|||||P997308004201910000578|T997308004201910000585|20190402|20191001||||太平科技取消险|10000501|999999999|1|太平科技取消险|10000501|999999999|1|||||||||||||||||
15637|||||P997308006201900000013|T997308006201900000041|20190416|20190417||||欧阳组合|8000000719|460106197804151228|1|欧阳组合|8000000719|460106197804151228|1|||||||||||||||||
15638|||||P997308006201900000014|T997308006201900000042|20190416|20190417||||欧阳组合|8000000719|460106197804151228|1|欧阳组合|8000000719|460106197804151228|1|||||||||||||||||
15639|||||P997308006201900000014|T997308006201900000042|20190416|20190417||||欧阳组合|8000000719|460106197804151228|1|欧阳组合|8000000719|460106197804151228|1|||||||||||||||||
15640|||||P997308003201900000008|T997308003201900000027|20190416|20190417||||太平科技|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
15641|||||P997308003201900000008|T997308003201900000027|20190416|20190417||||太平科技|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
15642|||||P997308003201900000008|T997308003201900000027|20190416|20190417||||太平科技|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
15643|||||P997308003201900000008|T997308003201900000027|20190416|20190417||||方磊|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
15644|||||P997308003201900000008|T997308003201900000027|20190416|20190417||||方磊|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
15645|||||P997312001201900000019|T997312001201900000028|20190416|20190417||||蓝忘机|8000000717|40750349075934|1|蓝忘机|8000000717|40750349075934|1|||||||||||||||||
15646|||||P997312001201900000019|T997312001201900000028|20190416|20190417||||蓝忘机|8000000717|40750349075934|1|蓝忘机|8000000717|40750349075934|1|||||||||||||||||
15647|||||P997308006201900000014|T997308006201900000043|20190416|20190417||||欧阳组合|8000000719|460106197804151228|1|欧阳组合|8000000719|460106197804151228|1|||||||||||||||||
15648|||||P997308006201900000014|T997308006201900000043|20190416|20190417||||欧阳组合|8000000719|460106197804151228|1|欧阳组合|8000000719|460106197804151228|1|||||||||||||||||
15649|||||P997308003201900000008|T997308003201900000028|20190416|20190417||||太平科技|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
15650|||||P997308003201900000008|T997308003201900000028|20190416|20190417||||太平科技|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
15651|||||P997308003201900000008|T997308003201900000028|20190416|20190417||||太平科技|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
15652|||||P997308003201900000008|T997308003201900000028|20190416|20190417||||方磊|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
15653|||||P997308003201900000008|T997308003201900000028|20190416|20190417||||方磊|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
15654|||||P997308003201900000008|T997308003201900000029|20190416|20190417||||太平科技|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
15655|||||P997308003201900000008|T997308003201900000029|20190416|20190417||||太平科技|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
15656|||||P997308003201900000008|T997308003201900000029|20190416|20190417||||太平科技|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
15657|||||P997308003201900000008|T997308003201900000029|20190416|20190417||||方磊|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
15658|||||P997308003201900000008|T997308003201900000029|20190416|20190417||||方磊|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
15659|||||P997308003201900000008|T997308003201900000030|20190416|20190417||||太平科技|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
15660|||||P997308003201900000008|T997308003201900000030|20190416|20190417||||太平科技|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
15661|||||P997308003201900000008|T997308003201900000030|20190416|20190417||||太平科技|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
15662|||||P997308003201900000008|T997308003201900000030|20190416|20190417||||方磊|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
15663|||||P997308003201900000008|T997308003201900000030|20190416|20190417||||方磊|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
15664|||||P997308003201900000008|T997308003201900000031|20190416|20190417||||太平科技|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
15665|||||P997308003201900000008|T997308003201900000031|20190416|20190417||||太平科技|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
15666|||||P997308003201900000008|T997308003201900000031|20190416|20190417||||太平科技|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
15667|||||P997308003201900000008|T997308003201900000031|20190416|20190417||||方磊|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
15668|||||P997308003201900000008|T997308003201900000031|20190416|20190417||||方磊|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
15669|||||P997312001201900000019|T997312001201900000029|20190416|20190417||||蓝忘机|8000000717|40750349075934|1|蓝忘机|8000000717|40750349075934|1|||||||||||||||||
15670|||||P997312001201900000019|T997312001201900000029|20190416|20190417||||蓝忘机|8000000717|40750349075934|1|蓝忘机|8000000717|40750349075934|1|||||||||||||||||
15671|||||P997312001201900000011|T997312001201900000030|20190124|20190125||||许露露|8000000613|90437903475734095793|1|许露露|8000000613|90437903475734095793|1|||||||||||||||||
15672|||||P997312001201900000011|T997312001201900000030|20190124|20190125||||许露露|8000000613|90437903475734095793|1|许露露|8000000613|90437903475734095793|1|||||||||||||||||
15673|||||P997308006201900000015|T997308006201900000044|20190417|20190418||||欧阳组合|8000000719|460106197804151228|1|欧阳组合|8000000719|460106197804151228|1|||||||||||||||||
15674|||||P997308006201900000015|T997308006201900000044|20190417|20190418||||欧阳组合|8000000719|460106197804151228|1|欧阳组合|8000000719|460106197804151228|1|||||||||||||||||
15675|||||P997312001201900000020|T997312001201900000031|20190417|20190418||||蓝忘机|8000000717|40750349075934|1|蓝忘机|8000000717|40750349075934|1|||||||||||||||||
15676|||||P997312001201900000020|T997312001201900000031|20190417|20190418||||蓝忘机|8000000717|40750349075934|1|蓝忘机|8000000717|40750349075934|1|||||||||||||||||
15677|||||P997312001201900000020|T997312001201900000031|20190417|20190418||||蓝忘机|8000000717|40750349075934|1|蓝忘机|8000000717|40750349075934|1|||||||||||||||||
15678|||||P997312001201900000020|T997312001201900000031|20190417|20190418||||方磊|8000000717|40750349075934|1|蓝忘机|8000000717|40750349075934|1|||||||||||||||||
15679|||||P997312001201900000020|T997312001201900000032|20190417|20190418||||蓝忘机|8000000717|40750349075934|1|蓝忘机|8000000717|40750349075934|1|||||||||||||||||
15680|||||P997312001201900000020|T997312001201900000032|20190417|20190418||||蓝忘机|8000000717|40750349075934|1|蓝忘机|8000000717|40750349075934|1|||||||||||||||||
15681|||||P997312001201900000020|T997312001201900000032|20190417|20190418||||蓝忘机|8000000717|40750349075934|1|蓝忘机|8000000717|40750349075934|1|||||||||||||||||
15682|||||P997312001201900000020|T997312001201900000032|20190417|20190418||||方磊|8000000717|40750349075934|1|蓝忘机|8000000717|40750349075934|1|||||||||||||||||
15683|||||P997312001201900000020|T997312001201900000033|20190417|20190418||||蓝忘机|8000000717|40750349075934|1|蓝忘机|8000000717|40750349075934|1|||||||||||||||||
15684|||||P997312001201900000020|T997312001201900000033|20190417|20190418||||蓝忘机|8000000717|40750349075934|1|蓝忘机|8000000717|40750349075934|1|||||||||||||||||
15685|||||P997312001201900000020|T997312001201900000033|20190417|20190418||||蓝忘机|8000000717|40750349075934|1|蓝忘机|8000000717|40750349075934|1|||||||||||||||||
15686|||||P997312001201900000020|T997312001201900000033|20190417|20190418||||方磊|8000000717|40750349075934|1|蓝忘机|8000000717|40750349075934|1|||||||||||||||||
15687|||||P997308006201900000016|T997308006201900000045|20190417|20190418||||欧阳组合|8000000719|460106197804151228|1|欧阳组合|8000000719|460106197804151228|1|||||||||||||||||
