|company_code1|company_code2|company_code3|company_code4|pay_type|pol_no|app_no|ins_date|eff_date|cur_code|pre_amt_all|usd_amt_all|pay_amt_all|usd_pay_amt_all|app_name|app_cst_no|id_no|cus_pro|sur_name|sur_id_no|sur_date|pay_date|cur_code2|sur_amt|usd_sur_amt|tsf_flag|acc_name|acc_no|acc_bank|receipt_no|endorse_no|etl_date
14413|||||70|P997309001201800000001|T997309001201800000009|180619|180620||||||张三安|8000000313|65432|1|||||||||||||P997309001201800000001-06|
14414||||||P997309001201800000001|T997309001201800000001|180619|180620||||||张三安|8000000313|65432|1||||||||||||||
14415|||||07|P997309001201800000001|T997309001201800000004|180619|180620||||||张三安|8000000313|65432|1|||||||||||||P997309001201800000001-01|
14416|||||08|P997309001201800000001|T997309001201800000005|180619|180620||||||张三安|8000000313|65432|1|||||||||||||P997309001201800000001-02|
14417|||||12|P997309001201800000001|T997309001201800000006|180619|180620||||||张三安|8000000313|65432|1|||||||||||||P997309001201800000001-03|
14418|||||15|P997309001201800000001|T997309001201800000007|180619|180620||||||张三安|8000000313|65432|1|||||||||||||P997309001201800000001-04|
14419|||||45|P997309001201800000001|T997309001201800000008|180619|180620||||||张三安|8000000313|65432|1|||||||||||||P997309001201800000001-05|
14420|||||70|P997309001201800000001|T997309001201800000009|180619|180620||||||张三安|8000000313|65432|1|||||||||||||P997309001201800000001-06|
14421||||||P997309001201800000004|T997309001201800000010|180619|180620||||||张三|8000000306|1234566543456|1||||||||||||||
14422||||||P997309001201800000005|T997309001201800000011|180619|180620||||||张三|8000000306|1234566543456|1||||||||||||||
14423|||||c1|P997309001201800000005|T997309001201800000012|180619|180620||||||张三|8000000306|1234566543456|1|||||||||||||P997309001201800000005-01|
14424||||||P997309001201800000005|T997309001201800000011|180619|180620||||||张三|8000000306|1234566543456|1||||||||||||||
14425|||||c1|P997309001201800000005|T997309001201800000012|180619|180620||||||张三|8000000306|1234566543456|1|||||||||||||P997309001201800000005-01|
14426||||||P997309001201800000003|T997309001201800000003|180619|180620||||||张三安|8000000313|65432|1||||||||||||||
14427|||||s2|P997309001201800000003|T997309001201800000014|180619|180620||||||张三安|8000000313|65432|1|||||||||||||P997309001201800000003-01|
14428||||||P997309001201800000006|T997309001201800000016|180620|180621||||||张三|8000000306|1234566543456|1||||||||||||||
14429|||||s1|P997309001201800000006|T997309001201800000017|180620|180621||||||张三|8000000306|1234566543456|1|||||||||||||P997309001201800000006-01|
14430||||||P997309001201800000006|T997309001201800000016|180620|180621||||||张三|8000000306|1234566543456|1||||||||||||||
14431|||||s1|P997309001201800000006|T997309001201800000017|180620|180621||||||张三|8000000306|1234566543456|1|||||||||||||P997309001201800000006-01|
14432||||||P997309001201800000007|T997309001201800000019|180620|180621||||||张三|8000000306|1234566543456|1||||||||||||||
14433||||||P997309001201800000008|T997309001201800000020|180620|180621||||||张三|8000000306|1234566543456|1||||||||||||||
14434||||||P997309001201800000010|T997309001201800000021|180621|180623||||||山水集团|8000000052|8000000052|0||||||||||||||
14435|||||15|P997309001201800000010|T997309001201800000035|180621|180623||||||山水集团|8000000052|8000000052|0|||||||||||||P997309001201800000010-01|
14436||||||P997309001201800000009|T997309001201800000022|180621|180623||||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|0||||||||||||||
14437|||||08|P997309001201800000009|T997309001201800000023|180621|180623||||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|0|||||||||||||P997309001201800000009-01|
14438|||||12|P997309001201800000009|T997309001201800000024|180621|180623||||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|0|||||||||||||P997309001201800000009-02|
14439|||||45|P997309001201800000009|T997309001201800000026|180621|180623||||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|0|||||||||||||P997309001201800000009-03|
14440||||||P997309001201800000009|T997309001201800000022|180621|180623||||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|0||||||||||||||
14441|||||08|P997309001201800000009|T997309001201800000023|180621|180623||||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|0|||||||||||||P997309001201800000009-01|
14442|||||12|P997309001201800000009|T997309001201800000024|180621|180623||||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|0|||||||||||||P997309001201800000009-02|
14443|||||45|P997309001201800000009|T997309001201800000026|180621|180623||||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|0|||||||||||||P997309001201800000009-03|
14444||||||P997309001201800000009|T997309001201800000022|180621|180623||||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|0||||||||||||||
14445|||||08|P997309001201800000009|T997309001201800000023|180621|180623||||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|0|||||||||||||P997309001201800000009-01|
14446|||||12|P997309001201800000009|T997309001201800000024|180621|180623||||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|0|||||||||||||P997309001201800000009-02|
14447|||||45|P997309001201800000009|T997309001201800000026|180621|180623||||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|0|||||||||||||P997309001201800000009-03|
14448||||||P997309001201800000011|T997309001201800000025|180621|180622||||||山水集团|8000000052|8000000052|0||||||||||||||
14449||||||P997309001201800000009|T997309001201800000022|180621|180623||||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|0||||||||||||||
14450|||||08|P997309001201800000009|T997309001201800000023|180621|180623||||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|0|||||||||||||P997309001201800000009-01|
14451|||||12|P997309001201800000009|T997309001201800000024|180621|180623||||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|0|||||||||||||P997309001201800000009-02|
14452|||||45|P997309001201800000009|T997309001201800000026|180621|180623||||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|0|||||||||||||P997309001201800000009-03|
14453||||||P997309001201800000012|T997309001201800000028|180621|180622||||||山水集团|8000000052|8000000052|0||||||||||||||
14454||||||P997309001201800000013|T997309001201800000030|180621|180622||||||山水集团|8000000052|8000000052|0||||||||||||||
14455||||||P997309001201800000014|T997309001201800000033|180621|180623||||||张三|8000000306|1234566543456|1||||||||||||||
14456||||||P997309001201800000010|T997309001201800000021|180621|180623||||||山水集团|8000000052|8000000052|0||||||||||||||
14457|||||15|P997309001201800000010|T997309001201800000035|180621|180623||||||山水集团|8000000052|8000000052|0|||||||||||||P997309001201800000010-01|
14458||||||P997309001201800000015|T997309001201800000037|180622|180623||||||张三|8000000306|1234566543456|1||||||||||||||
14459||||||P997309001201800000016|T997309001201800000038|180705|180706||||||张三|8000000306|1234566543456|1||||||||||||||
14460||||||P997309001201800000017|T997309001201800000039|180705|180706||||||张三|8000000306|1234566543456|1||||||||||||||
14461||||||P997309001201800000025|T997309001201800000040|180705|180706||||||张三|8000000306|1234566543456|1||||||||||||||
14462||||||P997309001201800000018|T997309001201800000042|180705|180706||||||张三|8000000306|1234566543456|1||||||||||||||
14463|||||07|P997309001201800000018|T997309001201900000025|180705|180706||||||张三|8000000306|1234566543456|1|||||||||||||P997309001201800000018-01|
14464||||||P997309001201800000019|T997309001201800000043|180710|180711||||||许露露|8000000367|89279023790370932|1||||||||||||||
14465|||||45|P997309001201800000019|T997309001201800000044|180710|180711||||||许露露|8000000367|89279023790370932|1|||||||||||||P997309001201800000019-01|
14466||||||P997309001201800000019|T997309001201800000043|180710|180711||||||许露露|8000000367|89279023790370932|1||||||||||||||
14467|||||45|P997309001201800000019|T997309001201800000044|180710|180711||||||许露露|8000000367|89279023790370932|1|||||||||||||P997309001201800000019-01|
14468||||||P997309001201800000020|T997309001201800000045|180710|180711||||||上海有限公司|8000000373|9876543222222|0||||||||||||||
14469|||||70|P997309001201800000020|T997309001201800000047|180710|180711||||||上海有限公司|8000000373|9876543222222|0|||||||||||||P997309001201800000020-01|
14470||||||P997309001201800000020|T997309001201800000045|180710|180711||||||上海有限公司|8000000373|9876543222222|0||||||||||||||
14471|||||70|P997309001201800000020|T997309001201800000047|180710|180711||||||上海有限公司|8000000373|9876543222222|0|||||||||||||P997309001201800000020-01|
14472||||||P997309001201800000021|T997309001201800000048|180710|180711||||||上海有限公司|8000000373|9876543222222|0||||||||||||||
14473||||||P997309001201800000022|T997309001201800000053|180713|180801||||||山水集团|8000000376|QAZX12345678|0||||||||||||||
14474|||||70|P997309001201800000022|T997309001201800000054|180713|180801||||||山水集团|8000000376|QAZX12345678|0|||||||||||||P997309001201800000022-01|
14475|||||70|P997309001201800000022|T997309001201800000055|180713|180801||||||山水集团|8000000376|QAZX12345678|0|||||||||||||P997309001201800000022-02|
14476||||||P997309001201800000022|T997309001201800000053|180713|180801||||||山水集团|8000000376|QAZX12345678|0||||||||||||||
14477|||||70|P997309001201800000022|T997309001201800000054|180713|180801||||||山水集团|8000000376|QAZX12345678|0|||||||||||||P997309001201800000022-01|
14478|||||70|P997309001201800000022|T997309001201800000055|180713|180801||||||山水集团|8000000376|QAZX12345678|0|||||||||||||P997309001201800000022-02|
14479||||||P997309001201800000022|T997309001201800000053|180713|180801||||||山水集团|8000000376|QAZX12345678|0||||||||||||||
14480|||||70|P997309001201800000022|T997309001201800000054|180713|180801||||||山水集团|8000000376|QAZX12345678|0|||||||||||||P997309001201800000022-01|
14481|||||70|P997309001201800000022|T997309001201800000055|180713|180801||||||山水集团|8000000376|QAZX12345678|0|||||||||||||P997309001201800000022-02|
14482||||||P997309001201800000023|T997309001201800000056|180716|180717||||||山水集团|8000000376|QAZX12345678|0||||||||||||||
14483||||||P997309001201800000024|T997309001201800000059|180720|180721||||||山水集团|8000000376|QAZX12345678|0||||||||||||||
14484|||||07|P997309001201800000024|T997309001201800000060|180720|180721||||||山水集团|8000000376|QAZX12345678|0|||||||||||||P997309001201800000024-01|
14485|||||45|P997309001201800000024|T997309001201800000061|180720|180721||||||山水集团|8000000376|QAZX12345678|0|||||||||||||P997309001201800000024-02|
14486|||||08|P997309001201800000024|T997309001201800000062|180720|180721||||||山水集团|8000000376|QAZX12345678|0|||||||||||||P997309001201800000024-03|
14487||||||P997309001201800000024|T997309001201800000059|180720|180721||||||山水集团|8000000376|QAZX12345678|0||||||||||||||
14488|||||07|P997309001201800000024|T997309001201800000060|180720|180721||||||山水集团|8000000376|QAZX12345678|0|||||||||||||P997309001201800000024-01|
14489|||||45|P997309001201800000024|T997309001201800000061|180720|180721||||||山水集团|8000000376|QAZX12345678|0|||||||||||||P997309001201800000024-02|
14490|||||08|P997309001201800000024|T997309001201800000062|180720|180721||||||山水集团|8000000376|QAZX12345678|0|||||||||||||P997309001201800000024-03|
14491||||||P997309001201800000024|T997309001201800000059|180720|180721||||||山水集团|8000000376|QAZX12345678|0||||||||||||||
14492|||||07|P997309001201800000024|T997309001201800000060|180720|180721||||||山水集团|8000000376|QAZX12345678|0|||||||||||||P997309001201800000024-01|
14493|||||45|P997309001201800000024|T997309001201800000061|180720|180721||||||山水集团|8000000376|QAZX12345678|0|||||||||||||P997309001201800000024-02|
14494|||||08|P997309001201800000024|T997309001201800000062|180720|180721||||||山水集团|8000000376|QAZX12345678|0|||||||||||||P997309001201800000024-03|
14495||||||P997309001201800000024|T997309001201800000059|180720|180721||||||山水集团|8000000376|QAZX12345678|0||||||||||||||
14496|||||07|P997309001201800000024|T997309001201800000060|180720|180721||||||山水集团|8000000376|QAZX12345678|0|||||||||||||P997309001201800000024-01|
14497|||||45|P997309001201800000024|T997309001201800000061|180720|180721||||||山水集团|8000000376|QAZX12345678|0|||||||||||||P997309001201800000024-02|
14498|||||08|P997309001201800000024|T997309001201800000062|180720|180721||||||山水集团|8000000376|QAZX12345678|0|||||||||||||P997309001201800000024-03|
14499||||||P997309001201800000026|T997309001201800000066|180822|180823||||||合约加临分测试单|8000000481|11111111111111111111|0||||||||||||||
14500||||||P997309001201800000027|T997309001201800000070|180918|180919||||||Robb Stark|8000000107|908765432|1||||||||||||||
14501|||||07|P997309001201800000027|T997309001201800000072|180918|180919||||||Robb Stark|8000000107|908765432|1|||||||||||||P997309001201800000027-01|
14502|||||07|P997309001201800000027|T997309001201800000073|180918|180919||||||Robb Stark|8000000107|908765432|1|||||||||||||P997309001201800000027-02|
14503|||||08|P997309001201800000027|T997309001201800000077|180918|180919||||||Robb Stark|8000000107|908765432|1|||||||||||||P997309001201800000027-03|
14504||||||P997309001201800000028|T997309001201800000071|180918|180919||||||软通太平|8000000087|1244132|1||||||||||||||
14505|||||07|P997309001201800000028|T997309001201800000074|180918|180919||||||软通太平|8000000087|1244132|1|||||||||||||P997309001201800000028-01|
14506||||||P997309001201800000027|T997309001201800000070|180918|180919||||||Robb Stark|8000000107|908765432|1||||||||||||||
14507|||||07|P997309001201800000027|T997309001201800000072|180918|180919||||||Robb Stark|8000000107|908765432|1|||||||||||||P997309001201800000027-01|
14508|||||07|P997309001201800000027|T997309001201800000073|180918|180919||||||Robb Stark|8000000107|908765432|1|||||||||||||P997309001201800000027-02|
14509|||||08|P997309001201800000027|T997309001201800000077|180918|180919||||||Robb Stark|8000000107|908765432|1|||||||||||||P997309001201800000027-03|
14510||||||P997309001201800000027|T997309001201800000070|180918|180919||||||Robb Stark|8000000107|908765432|1||||||||||||||
14511|||||07|P997309001201800000027|T997309001201800000072|180918|180919||||||Robb Stark|8000000107|908765432|1|||||||||||||P997309001201800000027-01|
14512|||||07|P997309001201800000027|T997309001201800000073|180918|180919||||||Robb Stark|8000000107|908765432|1|||||||||||||P997309001201800000027-02|
14513|||||08|P997309001201800000027|T997309001201800000077|180918|180919||||||Robb Stark|8000000107|908765432|1|||||||||||||P997309001201800000027-03|
14514||||||P997309001201800000028|T997309001201800000071|180918|180919||||||软通太平|8000000087|1244132|1||||||||||||||
14515|||||07|P997309001201800000028|T997309001201800000074|180918|180919||||||软通太平|8000000087|1244132|1|||||||||||||P997309001201800000028-01|
14516||||||P997309001201800000029|T997309001201800000075|180918|180919||||||noodles|8000000084|213456789|1||||||||||||||
14517|||||07|P997309001201800000029|T997309001201800000076|180918|180919||||||noodles|8000000084|213456789|1|||||||||||||P997309001201800000029-01|
14518||||||P997309001201800000029|T997309001201800000075|180918|180919||||||noodles|8000000084|213456789|1||||||||||||||
14519|||||07|P997309001201800000029|T997309001201800000076|180918|180919||||||noodles|8000000084|213456789|1|||||||||||||P997309001201800000029-01|
14520||||||P997309001201800000027|T997309001201800000070|180918|180919||||||Robb Stark|8000000107|908765432|1||||||||||||||
14521|||||07|P997309001201800000027|T997309001201800000072|180918|180919||||||Robb Stark|8000000107|908765432|1|||||||||||||P997309001201800000027-01|
14522|||||07|P997309001201800000027|T997309001201800000073|180918|180919||||||Robb Stark|8000000107|908765432|1|||||||||||||P997309001201800000027-02|
14523|||||08|P997309001201800000027|T997309001201800000077|180918|180919||||||Robb Stark|8000000107|908765432|1|||||||||||||P997309001201800000027-03|
14524||||||P997309001201800000030|T997309001201800000078|180921|180922||||||山水集团|8000000376|QAZX12345678|0||||||||||||||
14525|||||70|P997309001201800000030|T997309001201800000079|180921|180922||||||山水集团|8000000376|QAZX12345678|0|||||||||||||P997309001201800000030-01|
14526||||||P997309001201800000030|T997309001201800000078|180921|180922||||||山水集团|8000000376|QAZX12345678|0||||||||||||||
14527|||||70|P997309001201800000030|T997309001201800000079|180921|180922||||||山水集团|8000000376|QAZX12345678|0|||||||||||||P997309001201800000030-01|
14528||||||P997309001201800000031|T997309001201800000081|181119|181120||||||测试数据001|8000000040|11111111111111111111|0||||||||||||||
14529||||||P997309001201800000032|T997309001201800000083|181203|181204||||||测试数据001|8000000040|11111111111111111111|0||||||||||||||
14530||||||P997309001201900000001|T997309001201900000001|190312|190313||||||蓝忘机|8000000432|641451451|1||||||||||||||
14531||||||P997309001201900000002|T997309001201900000002|190312|190313||||||许露露|8000000763|3475689435093790|1||||||||||||||
14532||||||P997309001201900000003|T997309001201900000003|190313|190314||||||蓝忘机|8000000432|641451451|1||||||||||||||
14533|||||07|P997309001201900000003|T997309001201900000004|190313|190314||||||蓝忘机|8000000432|641451451|1|||||||||||||P997309001201900000003-01|
14534|||||08|P997309001201900000003|T997309001201900000005|190313|190314||||||蓝忘机|8000000432|641451451|1|||||||||||||P997309001201900000003-02|
14535||||||P997309001201900000003|T997309001201900000003|190313|190314||||||蓝忘机|8000000432|641451451|1||||||||||||||
14536|||||07|P997309001201900000003|T997309001201900000004|190313|190314||||||蓝忘机|8000000432|641451451|1|||||||||||||P997309001201900000003-01|
14537|||||08|P997309001201900000003|T997309001201900000005|190313|190314||||||蓝忘机|8000000432|641451451|1|||||||||||||P997309001201900000003-02|
14538||||||P997309001201900000003|T997309001201900000003|190313|190314||||||蓝忘机|8000000432|641451451|1||||||||||||||
14539|||||07|P997309001201900000003|T997309001201900000004|190313|190314||||||蓝忘机|8000000432|641451451|1|||||||||||||P997309001201900000003-01|
14540|||||08|P997309001201900000003|T997309001201900000005|190313|190314||||||蓝忘机|8000000432|641451451|1|||||||||||||P997309001201900000003-02|
14541||||||P997309001201900000004|T997309001201900000006|190314|190315||||||蓝忘机|8000000432|641451451|1||||||||||||||
14542||||||P997309001201900000005|T997309001201900000008|190315|190316||||||嘉兴兴旺生物工程股份有限公司|8000000114|9113020074340783F|0||||||||||||||
14543|||||08|P997309001201900000005|T997309001201900000009|190315|190316||||||嘉兴兴旺生物工程股份有限公司|8000000114|9113020074340783F|0|||||||||||||P997309001201900000005-01|
14544||||||P997309001201900000005|T997309001201900000008|190315|190316||||||嘉兴兴旺生物工程股份有限公司|8000000114|9113020074340783F|0||||||||||||||
14545|||||08|P997309001201900000005|T997309001201900000009|190315|190316||||||嘉兴兴旺生物工程股份有限公司|8000000114|9113020074340783F|0|||||||||||||P997309001201900000005-01|
14546||||||P997309001201900000006|T997309001201900000017|190325|190326||||||阿斯蒂芬|8000000798|12321233233|1||||||||||||||
14547||||||P997309001201900000007|T997309001201900000019|190516|190517||||||魏无羡|8000000420|431514514|1||||||||||||||
14548|||||08|P997309001201900000007|T997309001201900000020|190516|190517||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000007-01|
14549|||||45|P997309001201900000007|T997309001201900000021|190516|190517||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000007-02|
14550|||||s2|P997309001201900000007|T997309001201900000022|190516|190517||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000007-03|
14551||||||P997309001201900000007|T997309001201900000019|190516|190517||||||魏无羡|8000000420|431514514|1||||||||||||||
14552|||||08|P997309001201900000007|T997309001201900000020|190516|190517||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000007-01|
14553|||||45|P997309001201900000007|T997309001201900000021|190516|190517||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000007-02|
14554|||||s2|P997309001201900000007|T997309001201900000022|190516|190517||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000007-03|
14555||||||P997309001201900000007|T997309001201900000019|190516|190517||||||魏无羡|8000000420|431514514|1||||||||||||||
14556|||||08|P997309001201900000007|T997309001201900000020|190516|190517||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000007-01|
14557|||||45|P997309001201900000007|T997309001201900000021|190516|190517||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000007-02|
14558|||||s2|P997309001201900000007|T997309001201900000022|190516|190517||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000007-03|
14559||||||P997309001201900000007|T997309001201900000019|190516|190517||||||魏无羡|8000000420|431514514|1||||||||||||||
14560|||||08|P997309001201900000007|T997309001201900000020|190516|190517||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000007-01|
14561|||||45|P997309001201900000007|T997309001201900000021|190516|190517||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000007-02|
14562|||||s2|P997309001201900000007|T997309001201900000022|190516|190517||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000007-03|
14563||||||P997309001201900000008|T997309001201900000023|190516|190517||||||魏无羡|8000000420|431514514|1||||||||||||||
14564|||||s1|P997309001201900000008|T997309001201900000024|190516|190517||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000008-01|
14565||||||P997309001201900000008|T997309001201900000023|190516|190517||||||魏无羡|8000000420|431514514|1||||||||||||||
14566|||||s1|P997309001201900000008|T997309001201900000024|190516|190517||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000008-01|
14567||||||P997309001201800000018|T997309001201800000042|180705|180706||||||张三|8000000306|1234566543456|1||||||||||||||
14568|||||07|P997309001201800000018|T997309001201900000025|180705|180706||||||张三|8000000306|1234566543456|1|||||||||||||P997309001201800000018-01|
14569||||||P997309001201900000009|T997309001201900000026|190516|190515||||||魏无羡|8000000420|431514514|1||||||||||||||
14570|||||08|P997309001201900000009|T997309001201900000027|190516|190515||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000009-01|
14571|||||45|P997309001201900000009|T997309001201900000028|190516|190515||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000009-02|
14572|||||s2|P997309001201900000009|T997309001201900000029|190516|190515||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000009-03|
14573||||||P997309001201900000009|T997309001201900000026|190516|190515||||||魏无羡|8000000420|431514514|1||||||||||||||
14574|||||08|P997309001201900000009|T997309001201900000027|190516|190515||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000009-01|
14575|||||45|P997309001201900000009|T997309001201900000028|190516|190515||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000009-02|
14576|||||s2|P997309001201900000009|T997309001201900000029|190516|190515||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000009-03|
14577||||||P997309001201900000009|T997309001201900000026|190516|190515||||||魏无羡|8000000420|431514514|1||||||||||||||
14578|||||08|P997309001201900000009|T997309001201900000027|190516|190515||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000009-01|
14579|||||45|P997309001201900000009|T997309001201900000028|190516|190515||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000009-02|
14580|||||s2|P997309001201900000009|T997309001201900000029|190516|190515||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000009-03|
14581||||||P997309001201900000009|T997309001201900000026|190516|190515||||||魏无羡|8000000420|431514514|1||||||||||||||
14582|||||08|P997309001201900000009|T997309001201900000027|190516|190515||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000009-01|
14583|||||45|P997309001201900000009|T997309001201900000028|190516|190515||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000009-02|
14584|||||s2|P997309001201900000009|T997309001201900000029|190516|190515||||||魏无羡|8000000420|431514514|1|||||||||||||P997309001201900000009-03|
14585||||||P997309001201900000010|T997309001201900000030|190520|190521||||||张三丰|8000000131|222112|1||||||||||||||
14586|||||12|P997309001201900000010|T997309001201900000031|190520|190521||||||张三丰|8000000131|222112|1|||||||||||||P997309001201900000010-01|
14587|||||12|P997309001201900000010|T997309001201900000032|190520|190521||||||张三丰|8000000131|222112|1|||||||||||||P997309001201900000010-02|
14588||||||P997309001201900000010|T997309001201900000030|190520|190521||||||张三丰|8000000131|222112|1||||||||||||||
14589|||||12|P997309001201900000010|T997309001201900000031|190520|190521||||||张三丰|8000000131|222112|1|||||||||||||P997309001201900000010-01|
14590|||||12|P997309001201900000010|T997309001201900000032|190520|190521||||||张三丰|8000000131|222112|1|||||||||||||P997309001201900000010-02|
14591||||||P997309001201900000010|T997309001201900000030|190520|190521||||||张三丰|8000000131|222112|1||||||||||||||
14592|||||12|P997309001201900000010|T997309001201900000031|190520|190521||||||张三丰|8000000131|222112|1|||||||||||||P997309001201900000010-01|
14593|||||12|P997309001201900000010|T997309001201900000032|190520|190521||||||张三丰|8000000131|222112|1|||||||||||||P997309001201900000010-02|
14594||||||P997309002201800000001|T997309002201800000001|180705|180706||||||方磊|8000000271|1451514|1||||||||||||||
14595||||||P997309002201800000002|T997309002201800000002|180706|180707||||||方磊|8000000271|8000000271|1||||||||||||||
14596||||||P997309002201800000003|T997309002201800000003|180706|180707||||||方磊|8000000271|8000000271|1||||||||||||||
14597|||||s1|P997309002201800000003|T997309002201800000004|180706|180707||||||方磊|8000000271|8000000271|1|||||||||||||P997309002201800000003-01|
14598||||||P997309002201800000003|T997309002201800000003|180706|180707||||||方磊|8000000271|8000000271|1||||||||||||||
14599|||||s1|P997309002201800000003|T997309002201800000004|180706|180707||||||方磊|8000000271|8000000271|1|||||||||||||P997309002201800000003-01|
14600||||||P997309002201800000004|T997309002201800000006|180706|180707||||||方磊|8000000271|8000000271|1||||||||||||||
14601||||||P997309002201800000005|T997309002201800000007|180706|180707||||||方磊|8000000271|8000000271|1||||||||||||||
14602||||||P997309002201800000006|T997309002201800000008|180706|180707||||||方磊|8000000271|8000000271|1||||||||||||||
14603||||||P997309002201800000007|T997309002201800000011|180709|180711||||||山水集团|8000000052|1234567890|0||||||||||||||
14604|||||07|P997309002201800000007|T997309002201800000012|180709|180711||||||山水集团|8000000052|1234567890|0|||||||||||||P997309002201800000007-01|
14605|||||08|P997309002201800000007|T997309002201800000013|180709|180711||||||山水集团|8000000052|1234567890|0|||||||||||||P997309002201800000007-02|
14606|||||45|P997309002201800000007|T997309002201800000014|180709|180711||||||山水集团|8000000052|1234567890|0|||||||||||||P997309002201800000007-03|
14607||||||P997309002201800000007|T997309002201800000011|180709|180711||||||山水集团|8000000052|1234567890|0||||||||||||||
14608|||||07|P997309002201800000007|T997309002201800000012|180709|180711||||||山水集团|8000000052|1234567890|0|||||||||||||P997309002201800000007-01|
14609|||||08|P997309002201800000007|T997309002201800000013|180709|180711||||||山水集团|8000000052|1234567890|0|||||||||||||P997309002201800000007-02|
14610|||||45|P997309002201800000007|T997309002201800000014|180709|180711||||||山水集团|8000000052|1234567890|0|||||||||||||P997309002201800000007-03|
14611||||||P997309002201800000007|T997309002201800000011|180709|180711||||||山水集团|8000000052|1234567890|0||||||||||||||
14612|||||07|P997309002201800000007|T997309002201800000012|180709|180711||||||山水集团|8000000052|1234567890|0|||||||||||||P997309002201800000007-01|
14613|||||08|P997309002201800000007|T997309002201800000013|180709|180711||||||山水集团|8000000052|1234567890|0|||||||||||||P997309002201800000007-02|
14614|||||45|P997309002201800000007|T997309002201800000014|180709|180711||||||山水集团|8000000052|1234567890|0|||||||||||||P997309002201800000007-03|
14615||||||P997309002201800000007|T997309002201800000011|180709|180711||||||山水集团|8000000052|1234567890|0||||||||||||||
14616|||||07|P997309002201800000007|T997309002201800000012|180709|180711||||||山水集团|8000000052|1234567890|0|||||||||||||P997309002201800000007-01|
14617|||||08|P997309002201800000007|T997309002201800000013|180709|180711||||||山水集团|8000000052|1234567890|0|||||||||||||P997309002201800000007-02|
14618|||||45|P997309002201800000007|T997309002201800000014|180709|180711||||||山水集团|8000000052|1234567890|0|||||||||||||P997309002201800000007-03|
14619||||||P997309002201800000008|T997309002201800000016|180710|180711||||||方磊|8000000271|8000000271|1||||||||||||||
14620||||||P997309002201800000009|T997309002201800000017|180711|180712||||||非转基因大胖土豆科技股份有限公司|8000000372|9113074170351027Z|0||||||||||||||
14621|||||08|P997309002201800000009|T997309002201800000021|180711|180712||||||非转基因大胖土豆科技股份有限公司|8000000372|9113074170351027Z|0|||||||||||||P997309002201800000009-01|
14622|||||12|P997309002201800000009|T997309002201800000022|180711|180712||||||非转基因大胖土豆科技股份有限公司|8000000372|9113074170351027Z|0|||||||||||||P997309002201800000009-02|
14623|||||45|P997309002201800000009|T997309002201800000023|180711|180712||||||非转基因大胖土豆科技股份有限公司|8000000372|9113074170351027Z|0|||||||||||||P997309002201800000009-03|
